,Fout_hydrogen,Fout_methane,Fout_carbon monoxide,Fout_carbon dioxide,Fout_ethylene,Fout_ethane,Fout_propane,Fout_water,Fout_nonane,Fout_decane,Fout_undecane,Fout_dodecane,Fout_tridecane,Fout_tetradecane,Fout_pentadecane,Fout_hexadecane,Fout_heptadecane,Fout_octadecane,Fout_nonadecane,Fout_eicosane,Fout_heneicosane,Fout_docosane,Fout_tricosane,Fout_tetracosane,Fout_pentacosane,Fout_hexacosane,Fout_heptacosane,Fout_octacosane,Fout_nonacosane,Fout_triacontane,Fout_1-nonene,Fout_1-decene,Fout_1-undecene,Fout_1-dodecene,Fout_1-tridecene,Fout_1-tetradecene,Fout_1-pentadecene,Tin,Pin,Fin_hydrogen,Fin_carbon monoxide,W,index,Ta
0,hydrogen,methane,carbon monoxide,carbon dioxide,ethylene,ethane,propane,water,nonane,decane,undecane,dodecane,tridecane,tetradecane,pentadecane,hexadecane,heptadecane,octadecane,nonadecane,eicosane,heneicosane,docosane,tricosane,tetracosane,pentacosane,hexacosane,heptacosane,octacosane,nonacosane,triacontane,1-nonene,1-decene,1-undecene,1-dodecene,1-tridecene,1-tetradecene,1-pentadecene,Tin,Pin,hydrogen,carbon monoxide,W,component names,
1,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,K,Pa,mol/s,mol/s,g,unit,K
151,0.00010382894192181,3.5749513759429e-07,5.12356222509915e-05,0.0,5.87211481688e-09,1.068740788728e-08,8.234698401717e-08,6.752333448022041e-06,1.0808080865090057e-08,2.225143082267963e-08,2.567279852346135e-08,2.6112874740443638e-08,2.6114370803792313e-08,2.5558225864185747e-08,2.4820506243565147e-08,2.3207761282698575e-08,2.1921133686614004e-08,1.9007356844044496e-08,1.6690676752120827e-08,1.5551209517246852e-08,1.322664004512663e-08,1.1507667512960168e-08,9.394486409162255e-09,8.02675003634084e-09,5.940735350864813e-09,3.6026814901880914e-09,2.652054474478438e-09,1.6047584199743027e-09,1.388942984135739e-09,8.748752205689459e-10,6.495594766497898e-09,1.1849215736577515e-08,1.1667144946442521e-08,8.996130595809358e-09,6.258451157824069e-09,5.234469973622757e-09,4.440795204887313e-09,495.15,2591894.034,0.00011616296931963686,5.7987955699013545e-05,5.12,,
152,0.000105847894026268,3.5385899202649e-07,5.18590252530003e-05,0.0,1.162477702017e-08,1.586805658877e-08,8.150941844083e-08,6.807376507953495e-06,1.067806670113558e-08,2.198376062189996e-08,2.5363971500601013e-08,2.579875388770347e-08,2.580023195438577e-08,2.525077707569409e-08,2.4521931740980952e-08,2.292858705018787e-08,2.1657436744966844e-08,1.877871073749612e-08,1.6489898796177646e-08,1.5364138608997415e-08,1.3067532191580828e-08,1.1369237777890717e-08,9.281476864589537e-09,7.930193468318e-09,5.8692721790437856e-09,3.559343581470735e-09,2.6201519887767664e-09,1.5854542227790567e-09,1.3722349058823533e-09,8.643510422447294e-10,6.417456997776987e-09,1.170667739913008e-08,1.1526796801856836e-08,8.887913011870168e-09,6.1831660720543456e-09,5.171502713675289e-09,4.387375334786103e-09,495.15,2591894.034,0.00011752204997920104,5.8666401760953794e-05,5.12,,
153,0.000105545705454445,3.1329422991838e-07,5.14961738897074e-05,0.0,1.157868699791e-08,1.053676184857e-08,6.958821355975e-08,6.792209900572752e-06,1.0713890904606259e-08,2.2057514676413018e-08,2.5449065937758384e-08,2.588530699084758e-08,2.5886790016345276e-08,2.5335491753085664e-08,2.4604201190757806e-08,2.3005510934517396e-08,2.1730096004580057e-08,1.8841712062848913e-08,1.6545221309720507e-08,1.5415684271998554e-08,1.3111372892823221e-08,1.1407380814346779e-08,9.312615602060626e-09,7.95679873988281e-09,5.888963196776845e-09,3.5712849424168226e-09,2.628942424404974e-09,1.5907733162310801e-09,1.3768386627096702e-09,8.672508824942921e-10,6.438987139111302e-09,1.1745952523068707e-08,1.1565468438357381e-08,8.917731368795494e-09,6.203910182918037e-09,5.188852761268096e-09,4.402094687183377e-09,495.15,2584999.277,0.00011676479462504513,5.828838379028015e-05,5.12,,
160,9.87227175428294e-05,9.2800097638994e-07,4.10779696884335e-05,7.584886236371e-08,1.61397356197e-08,5.874951125438e-08,2.8022290343456e-07,6.557229814241854e-06,1.1268924354932392e-08,2.3200204907765413e-08,2.6767455587305637e-08,2.72262961216688e-08,2.7227855975348355e-08,2.664799768847639e-08,2.587882259590516e-08,2.4197312141398365e-08,2.285582430149176e-08,1.9817807540151038e-08,1.7402347012390812e-08,1.6214294273426427e-08,1.3790607971844555e-08,1.1998340530937594e-08,9.795055941914232e-09,8.369000945175854e-09,6.194041117679083e-09,3.756295469529355e-09,2.7651348681696296e-09,1.6731833771749412e-09,1.448165832298229e-09,9.121788413371659e-10,6.77255906739088e-09,1.2354451957521868e-08,1.2164617889209046e-08,9.379714718707724e-09,6.525303942197219e-09,5.457661439363064e-09,4.630145338869523e-09,506.15,2612578.305,0.00012311509781869035,4.778689722740277e-05,5.12,,
161,9.89318864476921e-05,9.1470434592577e-07,4.09934863064808e-05,2.990483234512e-08,2.121130859274e-08,6.273337800137e-08,2.8683117637812e-07,6.624132062775345e-06,1.1110898258262101e-08,2.2874864377644595e-08,2.6392090877149794e-08,2.684449701046848e-08,2.684603499004714e-08,2.6274308157323783e-08,2.55159193415707e-08,2.3857989002189945e-08,2.2535313080829793e-08,1.9539898959749364e-08,1.715831085732812e-08,1.5986918389660596e-08,1.359721986488234e-08,1.1830085703688256e-08,9.657698159714695e-09,8.25164098155011e-09,6.1071809960194955e-09,3.703620281348666e-09,2.7263588984123643e-09,1.649720034110362e-09,1.4278579496111641e-09,8.993871979449864e-10,6.677586287365045e-09,1.2181203317469254e-08,1.1994031325490042e-08,9.248181339106192e-09,6.433798464026062e-09,5.381127698693041e-09,4.5652160011730265e-09,506.15,2605683.548,0.00012283306840806796,4.7677428033946385e-05,5.12,,
162,0.000101334408694101,7.1798200027727e-07,4.25851881470858e-05,6.061460261167e-08,3.224516592464e-08,7.335884331639e-08,2.799250938815e-07,6.415847860340072e-06,1.1602874839474527e-08,2.388773456245104e-08,2.756069942156992e-08,2.8033137528687325e-08,2.8034743608064707e-08,2.7437701431251917e-08,2.6645732113892986e-08,2.4914390707171177e-08,2.3533148361862458e-08,2.040510107608639e-08,1.7918059251990202e-08,1.6694799001169094e-08,1.4199287635428626e-08,1.2353906999200766e-08,1.008532887080188e-08,8.61701325165227e-09,6.377599278810714e-09,3.867611922868018e-09,2.8470786367108948e-09,1.7227675594745456e-09,1.4910817012987765e-09,9.39210930333335e-10,6.973261398057913e-09,1.2720571658703561e-08,1.2525111926653993e-08,9.657679161144362e-09,6.718678956940987e-09,5.619397255909253e-09,4.767358016026168e-09,506.15,2584999.277,0.00012655545426922983,4.9122265212649214e-05,5.12,,
164,7.43356069754847e-05,8.3452611702711e-07,2.43120739031876e-05,6.373099413403e-08,1.506799712611e-08,5.484832512753e-08,2.1130447159309e-07,6.5646416857319645e-06,1.1251417183704542e-08,2.3164161542218847e-08,2.6725870213800515e-08,2.7183997902860227e-08,2.7185555333182898e-08,2.6606597902328454e-08,2.5838617784505982e-08,2.415971969037372e-08,2.282031595863695e-08,1.9787018998224754e-08,1.737531108071566e-08,1.6189104076275145e-08,1.376918316433899e-08,1.1979700153603513e-08,9.779838542616809e-09,8.355999035859717e-09,6.1844181816273296e-09,3.750459765437628e-09,2.760839010989263e-09,1.6705839535780502e-09,1.4459159913734143e-09,9.107616988786028e-10,6.7620373576421016e-09,1.2335258332732657e-08,1.2145719186759728e-08,9.365142585070415e-09,6.515166362972117e-09,5.449182527772826e-09,4.62295203942902e-09,506.15,2226471.913,9.635940175363415e-05,3.1004177577187624e-05,5.12,,
165,7.51703434561002e-05,8.7052820178614e-07,2.39916163504729e-05,6.403626493593e-08,1.51401726763e-08,6.888881004609e-08,2.6539577227965e-07,6.770196195820806e-06,1.0765888257631856e-08,2.2164565643023448e-08,2.5572577001807807e-08,2.6010935248383825e-08,2.6012425471397434e-08,2.5458451611506096e-08,2.472361190219959e-08,2.311716277830106e-08,2.1835557921570873e-08,1.893315588680249e-08,1.662551965520378e-08,1.5490500674775032e-08,1.3175005861557788e-08,1.1462743857762314e-08,9.357812194537021e-09,7.995415193673043e-09,5.917543896452059e-09,3.5886173350610316e-09,2.6417013789755294e-09,1.5984937608803912e-09,1.3835208257671106e-09,8.714598809524927e-10,6.4702372508009504e-09,1.1802958744748764e-08,1.1621598722924412e-08,8.961011483396191e-09,6.234019403815705e-09,5.214035639386586e-09,4.423459219783124e-09,506.15,2226471.913,9.600418649285214e-05,3.0889885076165565e-05,5.12,,
166,7.58170147076927e-05,9.5190398964396e-07,2.38222584765458e-05,4.348416031112e-08,7.71076002543e-09,5.262671972701e-08,1.8536748267028e-07,6.768239800778022e-06,1.0770509350030588e-08,2.2174079442847773e-08,2.5583553638233075e-08,2.602210004336254e-08,2.6023590906031522e-08,2.546937926135812e-08,2.4734224133377957e-08,2.3127085465834008e-08,2.1844930499877356e-08,1.894128265355492e-08,1.663265590450018e-08,1.5497149734583918e-08,1.318066103073502e-08,1.1467664064738471e-08,9.361828891883872e-09,7.998847103004815e-09,5.920083911401562e-09,3.590157694007006e-09,2.6428352887719137e-09,1.5991798898082655e-09,1.3841146808600156e-09,8.718339417392387e-10,6.4730145008951525e-09,1.1808024983746669e-08,1.1626587115914796e-08,8.964857860124235e-09,6.236695261022388e-09,5.21627368420772e-09,4.4253579218026395e-09,506.15,2219577.156,9.534400070235052e-05,3.067746659794606e-05,5.12,,
167,7.61627056826434e-05,9.0332279642744e-07,2.38492987986204e-05,5.417874988753e-08,1.537145796066e-08,5.245588030383e-08,2.1556002266306e-07,6.79812535478681e-06,1.069991833776478e-08,2.2028748273906477e-08,2.5415876429106988e-08,2.5851548556553057e-08,2.585302964795668e-08,2.5302450362695033e-08,2.4572113516095073e-08,2.2975508198619017e-08,2.1701756606540712e-08,1.8817139563133348e-08,1.6523643788284504e-08,1.539557984114188e-08,1.309427363954916e-08,1.139250382966084e-08,9.300470514423712e-09,7.9464218466302e-09,5.881283080129531e-09,3.5666274358198096e-09,2.62551387785037e-09,1.5886987023780379e-09,1.3750430526539089e-09,8.661198535308766e-10,6.430589706377134e-09,1.1730633988634608e-08,1.155038528301757e-08,8.906101271127497e-09,6.1958193268059905e-09,5.182085696652361e-09,4.3963536764892386e-09,506.15,2212682.399,9.558739989757432e-05,3.075578165318227e-05,5.12,,
168,7.52982348035535e-05,1.02395821133447e-06,2.38562516069265e-05,5.437301188524e-08,1.928321685447e-08,7.721114840645e-08,3.0904704199578e-07,6.947730573854392e-06,1.03465441339229e-08,2.1301229508136998e-08,2.4576494780148026e-08,2.4997778452812248e-08,2.4999210629871006e-08,2.4466814709233227e-08,2.3760597878651775e-08,2.2216721854531307e-08,2.0985037027874413e-08,1.8195686996693212e-08,1.5977935934828903e-08,1.4887127290635394e-08,1.266182374823251e-08,1.101625638145714e-08,8.993314304474924e-09,7.683984283575744e-09,5.687048539228946e-09,3.4488364311833463e-09,2.5388039753096563e-09,1.5362305319326602e-09,1.3296310477543095e-09,8.375154844122001e-10,6.218213831534755e-09,1.1343219494856311e-08,1.1168923661105234e-08,8.611969451923606e-09,5.991196950013573e-09,5.010942763642139e-09,4.251160233773558e-09,506.15,2212682.399,9.607518177018074e-05,3.091272820455137e-05,5.12,,
172,9.5466305941344e-05,1.8706277677902e-07,5.42095020797075e-05,0.0,5.5307532267e-09,1.006612055469e-08,6.647994487722e-08,9.158958920834904e-06,1.336469971588685e-08,3.0376814818732764e-08,3.28119992792561e-08,3.285428286682502e-08,3.27480305720554e-08,3.1669576216828975e-08,3.096435330074817e-08,2.9372109611537044e-08,2.798217807293283e-08,2.512433991150155e-08,2.3355097734967485e-08,2.0569621030786153e-08,1.8379832653934435e-08,1.6230042160245733e-08,1.3967992102545786e-08,1.1846758742899404e-08,9.388760983729909e-09,6.637508672706762e-09,5.097485720680057e-09,3.4051751729312305e-09,2.4933211528521657e-09,1.6692263145634646e-09,8.63919498940915e-09,1.804179176538301e-08,1.5910151200952148e-08,1.1653235480844695e-08,8.045366076524541e-09,5.9122877711042165e-09,3.7913722814758694e-09,484.15,1881734.063,0.00010861909524247162,6.336846100054241e-05,5.12,,
173,9.62108217256197e-05,1.3118576408344e-07,5.4742284291722e-05,0.0,5.54096712875e-09,5.04235506642e-09,7.770316927033e-08,9.130701583930656e-06,1.3425654724377171e-08,3.051536031878495e-08,3.29616514029229e-08,3.300412784154676e-08,3.289739094108697e-08,3.1814017867462315e-08,3.1105578502845356e-08,2.9506072755401892e-08,2.8109801883289433e-08,2.5238929418574337e-08,2.3461617912075167e-08,2.0663436937707263e-08,1.8463661163312724e-08,1.630406569827555e-08,1.4031698665005344e-08,1.1900790580135358e-08,9.43158214826356e-09,6.6677816609594256e-09,5.120734824063501e-09,3.4207058235249225e-09,2.504692931887391e-09,1.6768394825612113e-09,8.678597461228475e-09,1.8124078505348614e-08,1.598271574951312e-08,1.1706384678565182e-08,8.082060156296445e-09,5.9392531020840426e-09,3.8086643370042565e-09,484.15,1881734.063,0.00010948389509079564,6.387298587565265e-05,5.12,,
174,9.63553469967285e-05,1.3227722697266e-07,5.48563096704216e-05,0.0,5.58706786257e-09,5.08430735802e-09,5.596404147028e-08,9.09766252711549e-06,1.3496924568223566e-08,3.067735055385984e-08,3.313662772971165e-08,3.317932965373716e-08,3.307202614238318e-08,3.198290200250741e-08,3.127070190041228e-08,2.9662705205808917e-08,2.8259022255174726e-08,2.5372909816211548e-08,2.358616348391542e-08,2.0773128416753443e-08,1.8561675172681874e-08,1.6390615534408876e-08,1.4106185682084579e-08,1.196396571041447e-08,9.481649530505313e-09,6.703177458597181e-09,5.147918151713597e-09,3.4388645781549236e-09,2.517989048747499e-09,1.685740954447019e-09,8.724667637958435e-09,1.822028984635611e-08,1.6067559705289882e-08,1.1768527808652706e-08,8.124963625596199e-09,5.970781519121401e-09,3.828882562344787e-09,484.15,1881734.063,0.00010962271274347665,6.395397219753709e-05,5.12,,
180,8.19541847658244e-05,7.9742560954316e-07,3.45080686063457e-05,3.693333147702e-08,8.73219286966e-09,4.767848204205e-08,2.0117605094126e-07,8.679799589611952e-06,1.4398313081572446e-08,3.2726129241882516e-08,3.534964858907112e-08,3.5395202349722075e-08,3.528073260193493e-08,3.4118871596387816e-08,3.3359107400117796e-08,3.164372107444019e-08,3.014629353171839e-08,2.7067432842028556e-08,2.5161359131702047e-08,2.2160456266630223e-08,1.9801311706515644e-08,1.7485258428406944e-08,1.5048263536689573e-08,1.2762975974638453e-08,1.0114878969641328e-08,7.150847380258e-09,5.491720494696208e-09,3.6685282333115267e-09,2.686152276881921e-09,1.7983227152133024e-09,9.307342242968656e-09,1.9437127052074766e-08,1.7140627401763038e-08,1.2554485804648428e-08,8.667587157829055e-09,6.369538572985575e-09,4.084593464722133e-09,506.15,1867944.549,0.0001100488272880453,4.326173485891169e-05,5.12,,
181,8.28546246461171e-05,9.0645801676349e-07,3.47995682374021e-05,4.955399360753e-08,2.196770906208e-08,5.597455502556e-08,2.3764771720924e-07,8.800894397699166e-06,1.4137094726845597e-08,3.213240235257882e-08,3.470832505399482e-08,3.475305236516232e-08,3.464065936060291e-08,3.349987717300974e-08,3.2753896838238327e-08,3.106963154675242e-08,2.9599370767026845e-08,2.6576367657265814e-08,2.470487448674135e-08,2.175841486822682e-08,1.9442070590135877e-08,1.71680358195662e-08,1.4775253593074653e-08,1.2531426378055484e-08,9.931371913797924e-09,7.021114641638471e-09,5.392088115255853e-09,3.6019727344870785e-09,2.6374193264079586e-09,1.7656970250873427e-09,9.138485751669021e-09,1.9084493078886765e-08,1.6829657188550704e-08,1.2326718696949608e-08,8.510337288070535e-09,6.253980564420394e-09,4.010489590293378e-09,506.15,1867944.549,0.00011116259011943856,4.369957062231633e-05,5.12,,
183,8.22773428677558e-05,8.5132479579553e-07,3.44940220196073e-05,3.702964110415e-08,1.75099269459e-08,5.975351423099e-08,2.7185739780877e-07,8.839860767280274e-06,1.4053038844414003e-08,3.1941350549745235e-08,3.4501957412940814e-08,3.4546418785902366e-08,3.443469404404897e-08,3.330069468243901e-08,3.2559149773511975e-08,3.088489873234131e-08,2.9423379781798615e-08,2.6418350746548235e-08,2.4557985039831052e-08,2.1629044386002597e-08,1.932647255310441e-08,1.7065958665220583e-08,1.4687403366213112e-08,1.2456917426769067e-08,9.872322282590077e-09,6.979368724371919e-09,5.360028011434374e-09,3.5805562410319625e-09,2.621737843535641e-09,1.7551986005936082e-09,9.084150437462885e-09,1.8971021114703116e-08,1.672959195496926e-08,1.2253426889999306e-08,8.459736798764845e-09,6.216795848238636e-09,3.986644150476476e-09,506.15,1854155.035,0.00011042074792586298,4.3407942069095876e-05,5.12,,
186,5.58029054608318e-05,1.35779962050727e-06,3.3798536677654e-05,1.7873275375319e-07,3.169350317482e-08,9.293377622417e-08,3.8095757624048e-07,9.67230539473585e-06,1.2257339925360927e-08,2.7859881104574523e-08,3.009329332842788e-08,3.01320734220412e-08,3.0034624880545524e-08,2.904552808772476e-08,2.8398737872507182e-08,2.6938422821846398e-08,2.566365693081783e-08,2.3042610851144857e-08,2.1419962888296528e-08,1.8865282607920398e-08,1.6856933668529752e-08,1.4885268505104613e-08,1.2810645275639059e-08,1.086517108595011e-08,8.61083580641505e-09,6.087544186435113e-09,4.67512301595343e-09,3.1230323529381377e-09,2.2867318804980567e-09,1.5309191216350597e-09,7.923376650265127e-09,1.6546901855789475e-08,1.459188277175736e-08,1.068768259336172e-08,7.378750658101472e-09,5.422412960078244e-09,3.477230302630644e-09,517.15,1854155.035,7.859014357896079e-05,4.382830757989623e-05,5.12,,
187,5.7668877989359e-05,1.30288477937419e-06,3.34130106079843e-05,1.8263414589757e-07,2.727184115614e-08,8.996432377327e-08,3.4146767297589e-07,9.742293517010003e-06,1.2106365804837869e-08,2.7516729892871773e-08,2.972263309369771e-08,2.9760935531427886e-08,2.9664687267311975e-08,2.8687773217183965e-08,2.8048949541566333e-08,2.660662124674349e-08,2.5347556695519704e-08,2.275879413977106e-08,2.1156132393393954e-08,1.8632918206876355e-08,1.66493061775065e-08,1.4701926088642949e-08,1.2652856072141425e-08,1.0731344361797678e-08,8.504775815360043e-09,6.012563673918631e-09,4.617539348537117e-09,3.0845658450562485e-09,2.2585661172384506e-09,1.5120627327784066e-09,7.825784119697246e-09,1.6343093038356715e-08,1.4412153998495266e-08,1.0556042001700894e-08,7.2878663065252466e-09,5.355624894091199e-09,3.4344011251751344e-09,517.15,1854155.035,7.80383323868729e-05,4.352057241678944e-05,5.12,,
188,5.68771917470474e-05,1.31107297324092e-06,3.29299143376376e-05,2.0223257325123e-07,3.073763274801e-08,8.702294762367e-08,3.5578396475673e-07,9.75948832198213e-06,1.206927421738159e-08,2.7432423899662446e-08,2.9631568635329428e-08,2.9669753721722156e-08,2.95738003438639e-08,2.8599879371387077e-08,2.7963012929229538e-08,2.652510365221522e-08,2.5269896633769447e-08,2.268906555095728e-08,2.1091314053393633e-08,1.8575830512156287e-08,1.659829589034645e-08,1.4656882201312637e-08,1.2614090143113901e-08,1.0698465576839767e-08,8.478718810224329e-09,5.994142329731387e-09,4.603392091850834e-09,3.075115325746743e-09,2.2516463029842123e-09,1.5074300620003753e-09,7.801807415146179e-09,1.6293020929640483e-08,1.4367997917381728e-08,1.052370030961839e-08,7.265537679186881e-09,5.339216284575796e-09,3.423878777531924e-09,517.15,1854155.035,7.727319272098432e-05,4.309386780612219e-05,5.12,,
193,0.000102158425021162,2.7814977034241e-07,5.76354608866787e-05,3.312695178382e-08,1.174836877389e-08,5.34558728041e-09,9.414400733156e-08,9.10445829984397e-06,1.3482265140629007e-08,3.064403093375201e-08,3.3100637012531885e-08,3.3143292556675805e-08,3.3036105590987264e-08,3.1948164382555564e-08,3.123673782303873e-08,2.963048762342374e-08,2.8228329256295704e-08,2.5345351513397164e-08,2.3560545821604415e-08,2.0750566078911322e-08,1.8541514762667558e-08,1.6372813179476657e-08,1.409086451713351e-08,1.1950971276890812e-08,9.471351217429114e-09,6.695896930050764e-09,5.142326838446171e-09,3.4351295208804947e-09,2.5152541828928793e-09,1.6839100190113214e-09,8.715191506349436e-09,1.8200500225512905e-08,1.605010823129443e-08,1.1755745646284275e-08,8.116138851079917e-09,5.964296468477453e-09,3.824723894464038e-09,495.15,1867944.549,0.00011722900524650913,6.680617309009031e-05,5.12,,
194,0.000102751561822919,2.6885442350432e-07,5.75727750481051e-05,0.0,1.76645092794e-08,1.607494247685e-08,1.0616416562468e-07,9.196621171888684e-06,1.3283456998622766e-08,3.01921570987566e-08,3.261253830841625e-08,3.265456485814498e-08,3.254895846080112e-08,3.147705992531823e-08,3.077612399115227e-08,2.9193559397364763e-08,2.7812077118183343e-08,2.4971611478594783e-08,2.321312435417379e-08,2.0444580293533594e-08,1.8268103428481673e-08,1.613138130332864e-08,1.3883082029198972e-08,1.1774743442031767e-08,9.331687613562488e-09,6.597159899303823e-09,5.066498597888916e-09,3.3844754423207266e-09,2.478164494657374e-09,1.659079249204215e-09,8.586678158441408e-09,1.793211745780466e-08,1.581343493024452e-08,1.1582396589174227e-08,7.99645907409753e-09,5.876347545436389e-09,3.768324895986117e-09,495.15,1867944.549,0.00011716447055311063,6.676939621999378e-05,5.12,,
195,0.000102646958936733,2.6099075949854e-07,5.78167379294251e-05,0.0,1.187158425629e-08,1.080330231712e-08,8.32399560888e-08,9.116637905279745e-06,1.3455992036575993e-08,3.058431442432808e-08,3.303613327585409e-08,3.3078705696462164e-08,3.2971727607714794e-08,3.1885906487582395e-08,3.117586629629295e-08,2.9572746221934323e-08,2.8173320263069597e-08,2.529596062465362e-08,2.3514633012038652e-08,2.071012912146659e-08,1.8505382618582062e-08,1.6340907218585214e-08,1.4063405425816578e-08,1.1927682229492823e-08,9.452894244994393e-09,6.682848529434361e-09,5.132305904523579e-09,3.4284354294651214e-09,2.510352667147741e-09,1.6806285568323826e-09,8.698208074344507e-09,1.8165032621868112e-08,1.6018831130657074e-08,1.1732837038171026e-08,8.10032280249172e-09,5.952673749291556e-09,3.817270594309713e-09,495.15,1867944.549,0.00011745221592489477,6.693337583470485e-05,5.12,,
196,0.000102587881598204,2.7846037100714e-07,5.75001671447315e-05,0.0,1.17614877894e-08,1.070311304245e-08,5.890570927259e-08,9.122844831709742e-06,1.344260283240147e-08,3.055388191297909e-08,3.300326111508253e-08,3.3045791174575184e-08,3.293891953293841e-08,3.1854178844530024e-08,3.114484516919775e-08,2.9543320257940695e-08,2.8145286779083346e-08,2.527079021873531e-08,2.3491235092239695e-08,2.0689521785602066e-08,1.8486969086117537e-08,1.6324647418300566e-08,1.404941182310609e-08,1.1915813749468058e-08,9.4434882695195e-09,6.676198850749595e-09,5.127199072455383e-09,3.4250240108317343e-09,2.5078547744379995e-09,1.6789562699561866e-09,8.689553039208983e-09,1.8146957750097233e-08,1.6002891807858533e-08,1.1721162436237294e-08,8.09226268506691e-09,5.946750621216201e-09,3.8134722704672425e-09,495.15,1874839.306,0.00011690760088880154,6.662301197644124e-05,5.12,,
198,0.000110307506083904,3.1698158387114e-07,5.97523414032276e-05,0.0,2.58537130835e-08,1.764542156494e-08,9.063920599576e-08,9.557118785786095e-06,1.2505813472259398e-08,2.8424640140089276e-08,3.070332677587267e-08,3.0742892996612095e-08,3.0643469035906943e-08,2.963432185777953e-08,2.8974420293782128e-08,2.7484502599934776e-08,2.6183895408563895e-08,2.350971703265321e-08,2.1854175709813915e-08,1.924770846143967e-08,1.7198647459936128e-08,1.5187013866212443e-08,1.3070335101415223e-08,1.1085423409359935e-08,8.785389578082381e-09,6.210947282466993e-09,4.769894345216898e-09,3.1863406180705796e-09,2.3330871569783597e-09,1.5619530087984816e-09,8.083994656430599e-09,1.6882330865617463e-08,1.488768079076502e-08,1.090433697500313e-08,7.528328328204629e-09,5.532332909197971e-09,3.5477186591532397e-09,495.15,2378156.567,0.00011985512243020894,6.93094601890137e-05,5.12,,
199,0.000111449731239124,2.9189241630129e-07,6.05311346847846e-05,0.0,1.917817170026e-08,1.163493050828e-08,1.1526131660728e-07,9.554120267898935e-06,1.2512281692668475e-08,2.8439341849648807e-08,3.0719207061095125e-08,3.075879374615996e-08,3.065931836168353e-08,2.964964923539274e-08,2.898940635903099e-08,2.7498718054294828e-08,2.6197438166661677e-08,2.3521876660002485e-08,2.186547906290353e-08,1.925766370513289e-08,1.720754289426798e-08,1.5194868849277742e-08,1.3077095302056628e-08,1.1091156979758912e-08,8.789933531684176e-09,6.214159690525154e-09,4.772361416073289e-09,3.1879886478818186e-09,2.3342938695203625e-09,1.5627608775830226e-09,8.088175836594494e-09,1.6891062695601977e-08,1.4895380953649127e-08,1.0909976884404117e-08,7.532222108249147e-09,5.535194326307099e-09,3.549553599862031e-09,495.15,2378156.567,0.00012119668498352838,7.008525495268353e-05,5.12,,
204,7.29850742149653e-05,1.36524459364991e-06,3.68946637310745e-05,1.4153544282372e-07,2.509754878324e-08,1.0277599053489e-07,3.7709232162271e-07,9.971949439711275e-06,1.1610966016614935e-08,2.6390728714543843e-08,2.850636502635072e-08,2.854310010523466e-08,2.8450790378118913e-08,2.7513852239948893e-08,2.6901169614313932e-08,2.551786226296181e-08,2.4310319392322463e-08,2.1827490561239973e-08,2.0290410699843648e-08,1.7870447959201114e-08,1.5968006530084686e-08,1.4100314408623133e-08,1.2135093572676121e-08,1.0292211280088097e-08,8.156755261072048e-09,5.766525943128611e-09,4.4285868542665225e-09,2.958343550848856e-09,2.166144229926876e-09,1.4501882140604218e-09,7.50554831499133e-09,1.5674323817219004e-08,1.3822399967121314e-08,1.012408239826439e-08,6.989642423069908e-09,5.136469494270551e-09,3.293863360373375e-09,517.15,2378156.567,9.183029360574384e-05,4.7149684056433214e-05,5.12,,
205,7.40075446136678e-05,1.38462952443844e-06,3.72312896132263e-05,1.5550717672352e-07,2.969622322447e-08,1.0809585991045e-07,3.9094542003315e-07,1.0024159048360036e-05,1.1498342624352405e-08,2.613474541497524e-08,2.8229860597197503e-08,2.8266239355238455e-08,2.8174825008799193e-08,2.7246974930253998e-08,2.664023516894063e-08,2.5270345544091886e-08,2.4074515529574865e-08,2.1615769501332688e-08,2.0093598920346036e-08,1.769710919759108e-08,1.581312096237956e-08,1.3963544975451514e-08,1.2017386277553364e-08,1.0192379470522252e-08,8.077636827167185e-09,5.710592120537477e-09,4.3856306976691276e-09,2.9296483771916593e-09,2.145133186491285e-09,1.4361217603430558e-09,7.43274642143527e-09,1.5522286896501945e-08,1.368832623274994e-08,1.002588139572883e-08,6.921844684340696e-09,5.0866470576300566e-09,3.2619137306213233e-09,517.15,2378156.567,9.264202617411355e-05,4.7566463015033376e-05,5.12,,
