,Fout_hydrogen,Fout_methane,Fout_carbon monoxide,Fout_carbon dioxide,Fout_ethylene,Fout_ethane,Fout_propane,Fout_water,Fout_nonane,Fout_decane,Fout_undecane,Fout_dodecane,Fout_tridecane,Fout_tetradecane,Fout_pentadecane,Fout_hexadecane,Fout_heptadecane,Fout_octadecane,Fout_nonadecane,Fout_eicosane,Fout_heneicosane,Fout_docosane,Fout_tricosane,Fout_tetracosane,Fout_pentacosane,Fout_hexacosane,Fout_heptacosane,Fout_octacosane,Fout_nonacosane,Fout_triacontane,Fout_1-nonene,Fout_1-decene,Fout_1-undecene,Fout_1-dodecene,Fout_1-tridecene,Fout_1-tetradecene,Fout_1-pentadecene,Tin,Pin,Fin_hydrogen,Fin_carbon monoxide,W,index,Ta
0,hydrogen,methane,carbon monoxide,carbon dioxide,ethylene,ethane,propane,water,nonane,decane,undecane,dodecane,tridecane,tetradecane,pentadecane,hexadecane,heptadecane,octadecane,nonadecane,eicosane,heneicosane,docosane,tricosane,tetracosane,pentacosane,hexacosane,heptacosane,octacosane,nonacosane,triacontane,1-nonene,1-decene,1-undecene,1-dodecene,1-tridecene,1-tetradecene,1-pentadecene,Tin,Pin,hydrogen,carbon monoxide,W,component names,
1,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,K,Pa,mol/s,mol/s,g,unit,K
270,1.30790055039792e-05,2.90574350748316e-06,2.41771684524949e-05,1.47109887488565e-06,1.152408899987e-08,2.0611392981588e-07,6.8218647324129e-07,2.0125999177443537e-05,2.427071319755155e-08,6.809305291825974e-08,8.231877394062757e-08,8.504087136359611e-08,8.46175350773545e-08,8.291266377965897e-08,7.328721242065423e-08,6.382731212557682e-08,5.68753223971371e-08,5.032714177545489e-08,4.440113458465296e-08,4.017164846534329e-08,3.607401012731078e-08,3.283347508168125e-08,3.04016915122959e-08,2.622955964548334e-08,2.3121063705953515e-08,1.997749847239264e-08,1.718677821743334e-08,1.3727260785719277e-08,1.0667630215460248e-08,8.218878404459334e-09,5.825642987454938e-09,1.4896711829759082e-08,1.5544141743764264e-08,1.1656797030373466e-08,8.687060234232485e-09,1.2646308359509075e-09,9.557668765723778e-10,536.15,2095471.53,6.627003023878451e-05,4.7245365379709736e-05,5.12,,
271,1.25336463136372e-05,2.88148742305274e-06,2.36165415380457e-05,1.35565986225058e-06,1.152408899987e-08,1.8161072579541e-07,5.9365058873144e-07,2.0044722088835933e-05,2.4417269251409387e-08,6.850422538977326e-08,8.281584687659596e-08,8.555438138788902e-08,8.512848883166632e-08,8.341332285463062e-08,7.37297492576721e-08,6.421272638667982e-08,5.7218757826684254e-08,5.0631036730684254e-08,4.466924599195161e-08,4.041422058212142e-08,3.629183910201185e-08,3.303173643903173e-08,3.058526880985529e-08,2.638794397991891e-08,2.3260677726776025e-08,2.0098130417495936e-08,1.7290558702727485e-08,1.3810151352414096e-08,1.073204553674344e-08,8.268507205075563e-09,5.860820497092855e-09,1.498666399900342e-08,1.56380033479137e-08,1.1727185327556492e-08,8.73951609975204e-09,1.2722671712903486e-09,9.615381705882707e-10,536.15,2074787.259,6.504579816979232e-05,4.637258335138279e-05,5.12,,
272,1.14582646623553e-05,2.45668627431838e-06,2.15872728034426e-05,1.35124209238102e-06,1.152408899987e-08,1.8938808557122e-07,6.2539035871751e-07,1.999450062397485e-05,2.4507826871460647e-08,6.875829063969448e-08,8.312299039532671e-08,8.587168145464394e-08,8.544420936813502e-08,8.372268226417421e-08,7.40031946848001e-08,6.445087552689315e-08,5.743096806517252e-08,5.0818814738939374e-08,4.4834913191050134e-08,4.056410694305969e-08,3.6426436568359225e-08,3.315424298991913e-08,3.0698702016637355e-08,2.6485810345738234e-08,2.334694583456595e-08,2.0172669418534443e-08,1.735468511380784e-08,1.3861369792369257e-08,1.0771848042588075e-08,8.299173055796159e-09,5.882556832565084e-09,1.5042245833740296e-08,1.5696000839400546e-08,1.1770678561063851e-08,8.771928806113442e-09,1.2769856959507075e-09,9.65104278141919e-10,536.15,2060997.745,6.211654979223886e-05,4.428425761217949e-05,5.12,,
281,7.9044626943316e-06,2.22248794779016e-06,2.18310579821514e-06,1.87777607150848e-06,1.152408899987e-08,1.8293852287541e-07,3.3844941455572e-07,1.9801630385189658e-05,1.6785780843347058e-07,1.6015375824325054e-07,1.3207511209243563e-07,1.1541399954302459e-07,1.001476410880888e-07,8.84764193233867e-08,7.409254525479e-08,6.633340696487755e-08,5.602424214471762e-08,4.7413987362223975e-08,3.9359454191310664e-08,3.368280491357528e-08,2.8418969025701168e-08,2.330145797074191e-08,1.941950662820051e-08,1.5716320855051073e-08,1.2114922773645122e-08,8.640445002690917e-09,5.927294120560887e-09,3.593953064843109e-09,2.184169898435367e-09,1.8002420940953447e-09,2.213571722164768e-08,1.723518460070034e-08,1.1782075321288863e-08,7.015541433840691e-09,4.120207552359706e-09,2.471958673250607e-09,1.5955018520030608e-09,544.15,2143734.829,4.982069646822057e-05,2.574028832642176e-05,5.12,,
282,7.29524966405036e-06,2.6751621862805e-06,1.95086228057211e-06,2.22549337388694e-06,1.152408899987e-08,2.0879813607034e-07,4.0439032983493e-07,3.498324154635176e-05,3.077949607246675e-07,2.936683147982763e-07,2.42181488717038e-07,2.1163059251129034e-07,1.836372078430517e-07,1.6223609890328394e-07,1.3586089482234298e-07,1.216332357846794e-07,1.0272968276836028e-07,8.694136134715335e-08,7.217204710354825e-08,6.176297493827698e-08,5.211086416970671e-08,4.272706410184429e-08,3.560886643106885e-08,2.8818464898724055e-08,2.2214707877437896e-08,1.5843680166365162e-08,1.0868670799813744e-08,6.5901053562135536e-09,4.005035537988497e-09,3.3010406237168656e-09,4.058948628266995e-08,3.1603551939363736e-08,2.1604377208394848e-08,1.2864151630736426e-08,7.555079704610044e-09,4.5327436944807525e-09,2.925615641336434e-09,544.15,2143734.829,8.01014351387592e-05,4.138509057469776e-05,5.12,,
283,7.01991150881589e-06,3.22438136251516e-06,1.91124170814208e-06,2.59981546734291e-06,1.152408899987e-08,2.4443190618537e-07,4.8791694702376e-07,3.5163483577677103e-05,3.056000900934289e-07,2.91574180579969e-07,2.404545045072797e-07,2.1012146523032043e-07,1.82327700002675e-07,1.610792013115522e-07,1.3489207750552501e-07,1.207658752002898e-07,1.0199712248493694e-07,8.63213868023736e-08,7.165739180766232e-08,6.132254622082564e-08,5.1739264176434345e-08,4.2422379522423643e-08,3.5354941366937716e-08,2.8612961851842877e-08,2.2056295895035916e-08,1.573069966724971e-08,1.0791166846263147e-08,6.543111641082329e-09,3.976475827788233e-09,3.2775010664074685e-09,4.030004466488275e-08,3.137818857463801e-08,2.145031746378673e-08,1.2772418002142807e-08,7.501204805159856e-09,4.500420923534391e-09,2.904753220995492e-09,544.15,2150629.586,8.182262152399104e-05,4.227435622050501e-05,5.12,,
284,6.39958683368369e-06,3.49310330019459e-06,1.75976671898221e-06,2.77356154742043e-06,1.152408899987e-08,2.5740359845081e-07,5.3549286809369e-07,3.524812634018234e-05,3.04569365393959e-07,2.905907623173645e-07,2.396435021387311e-07,2.0941276981064474e-07,1.8171274709564923e-07,1.6053591511254634e-07,1.3443711495624942e-07,1.2035855735432982e-07,1.0165310768642057e-07,8.603024295669444e-08,7.141570652670194e-08,6.111571819598814e-08,5.1564758542281075e-08,4.2279297776699424e-08,3.523569660066794e-08,2.8516456361623067e-08,2.1981904657288316e-08,1.5677643332475664e-08,1.0754770514700736e-08,6.521043104460529e-09,3.963064012852926e-09,3.2664467460352065e-09,4.0164121107356526e-08,3.127235655744647e-08,2.137797006357937e-08,1.2729339327975081e-08,7.475904822211237e-09,4.485241952211182e-09,2.8949561005501765e-09,544.15,2150629.586,8.236584284227602e-05,4.255501615400541e-05,5.12,,
285,5.93846211894578e-06,3.84923943816958e-06,1.71467596995186e-06,3.34856815220949e-06,1.152408899987e-08,3.1240776808042e-07,6.7134011689819e-07,3.528659598287186e-05,3.041009070198905e-07,2.9014380444338904e-07,2.3927490628463796e-07,2.0909067186908786e-07,1.814332545802354e-07,1.6028899469861715e-07,1.3423033712682e-07,1.2017343376512537e-07,1.0149675496366988e-07,8.589791977414428e-08,7.130586197382256e-08,6.102171606304514e-08,5.148544674769298e-08,4.221426795642314e-08,3.518150054875258e-08,2.8472595178263142e-08,2.1948094272907196e-08,1.5653529537264324e-08,1.0738228593939006e-08,6.511013083069523e-09,3.956968421060925e-09,3.261422621794577e-09,4.010234464193458e-08,3.122425652188563e-08,2.1345088591459164e-08,1.2709760321410072e-08,7.464406127281188e-09,4.4783431981309125e-09,2.8905033663557526e-09,544.15,2150629.586,8.457889462309359e-05,4.36984082572427e-05,5.12,,
286,5.31799794582312e-06,3.95899447667637e-06,1.65288607541455e-06,3.14454708351668e-06,1.152408899987e-08,2.947521138325e-07,6.4081909644089e-07,3.537788716288058e-05,3.0298922220132245e-07,2.89083141830567e-07,2.384002022813266e-07,2.0832631069733427e-07,1.807699990948217e-07,1.5970303511126766e-07,1.3373963872858933e-07,1.1973412240883554e-07,1.011257189061561e-07,8.558390751322969e-08,7.104519308924728e-08,6.079864236025669e-08,5.129723425570308e-08,4.2059947598506394e-08,3.505288948856941e-08,2.836850949132753e-08,2.1867859842044108e-08,1.5596305797571746e-08,1.069897344727345e-08,6.48721113368082e-09,3.942503151080791e-09,3.24950002001376e-09,3.9955744724938927e-08,3.111011173919946e-08,2.1267058535019503e-08,1.266329795556114e-08,7.437118911821544e-09,4.461971967296755e-09,2.8799367135236805e-09,544.15,2143734.829,8.38462233862807e-05,4.331986740532848e-05,5.12,,
287,5.98454373365805e-06,4.8060648975398e-06,1.93731277243367e-06,3.61971292153409e-06,1.152408899987e-08,3.3866215067915e-07,7.4073514946107e-07,3.56953557580431e-05,2.991232954208754e-07,2.8539464673605835e-07,2.353583854148144e-07,2.056682152781466e-07,1.784635025946336e-07,1.5766533807415955e-07,1.3203321614625526e-07,1.1820640024436171e-07,9.983542672324963e-08,8.449191777964486e-08,7.013870700175452e-08,6.002289496565411e-08,5.064271806456206e-08,4.1523292609183946e-08,3.460563957247876e-08,2.800654750546184e-08,2.1588841517959136e-08,1.5397308038440854e-08,1.0562462162572952e-08,6.404438937792454e-09,3.892199617499543e-09,3.2080387130432846e-09,3.944593786632329e-08,3.071316886036874e-08,2.0995706007908032e-08,1.2501723288516858e-08,7.342226568913463e-09,4.40504038142498e-09,2.8431907712557866e-09,544.15,2150629.586,8.685058089978682e-05,4.487209437354495e-05,5.12,,
288,5.51827330951622e-06,5.09886456228166e-06,1.99982333875854e-06,3.85996613742766e-06,1.152408899987e-08,3.6647458082183e-07,8.0677257272985e-07,3.577402282620387e-05,2.9816533885390763e-07,2.8448065681884513e-07,2.3460463900204568e-07,2.0500955304602245e-07,1.7789196474755935e-07,1.5716040733722436e-07,1.3161037349775068e-07,1.1782783863078903e-07,9.951569902530822e-08,8.422132839816982e-08,6.991408445981434e-08,5.983066879243057e-08,5.048053235358029e-08,4.1390312291548954e-08,3.449481336739857e-08,2.7916855206294025e-08,2.1519702227165162e-08,1.534799742781691e-08,1.0528635375602888e-08,6.383928417775718e-09,3.879734663279622e-09,3.1977648166290226e-09,3.931961037596157e-08,3.0614808477701844e-08,2.0928466261768902e-08,1.2461685925643471e-08,7.318712739447392e-09,4.390933030290035e-09,2.834085317711507e-09,544.15,2150629.586,8.805385930802099e-05,4.549377843981773e-05,5.12,,
289,4.80322905095188e-06,4.94440905639778e-06,1.92595417404371e-06,3.53901609387621e-06,1.152408899987e-08,3.4350146171271e-07,7.6921155852769e-07,3.578591164788475e-05,2.980205644893738e-07,2.8434252706013005e-07,2.3449072657460274e-07,2.0491001053085395e-07,1.7780558919414664e-07,1.5708409800432348e-07,1.3154646999956933e-07,1.1777062725092935e-07,9.946737911615008e-08,8.418043468012095e-08,6.9880137632901e-08,5.980161797422565e-08,5.0456021499901225e-08,4.137021519983838e-08,3.4478064389451733e-08,2.79033001599972e-08,2.150925332245052e-08,1.5340545198181436e-08,1.0523523190190024e-08,6.380828697387475e-09,3.877850855716359e-09,3.196212139946229e-09,3.930051871484571e-08,3.0599943438526865e-08,2.091830443204261e-08,1.2455635146341492e-08,7.3151591339541056e-09,4.388801010043772e-09,2.8327092258341504e-09,544.15,2150629.586,8.66914886610779e-05,4.478989800968088e-05,5.12,,
291,6.05474694365936e-05,5.6870180676777e-07,3.12634246921285e-05,7.061315236061e-08,1.152408899987e-08,3.255603486953e-08,1.6484151966704e-07,3.7059762420242817e-06,7.4178946813230825e-09,2.0386101572872252e-08,1.7269203299099423e-08,1.631503095145198e-08,1.537108914702295e-08,1.623076764714334e-08,1.4134403003362313e-08,1.3648082926269098e-08,1.1825900120321608e-08,1.0673119333496248e-08,8.907263774787937e-09,8.108502785787451e-09,6.792785235822687e-09,5.581479499224482e-09,4.568260178015601e-09,3.314469612307781e-09,1.970020028956362e-09,1.3405068014068783e-09,7.758831081574103e-10,2.8139507037720707e-10,0.0,0.0,5.2905258964529654e-09,1.071541693769795e-08,9.200183882206561e-09,6.255984200865931e-09,4.1704105856519845e-09,2.7163859403887733e-09,1.7137213051557758e-09,505.15,2143734.829,7.351754169317389e-05,3.5110627238874e-05,5.12,,
292,5.8581648348253e-05,4.6388644653597e-07,3.02849273703379e-05,5.022521084315e-08,1.152408899987e-08,2.593496678991e-08,1.7841977465599e-07,3.684330004798953e-06,7.480460116117656e-09,2.05580459537873e-08,1.7414858536788957e-08,1.6452638325109442e-08,1.550073494506468e-08,1.636766431102427e-08,1.4253618105147684e-08,1.376319621367454e-08,1.1925644402850725e-08,1.0763140610476074e-08,8.982391132999521e-09,8.176893080354874e-09,6.8500782522381765e-09,5.628555887696972e-09,4.606790677108815e-09,3.3424251497366916e-09,1.9866359509882575e-09,1.3518131618336817e-09,7.824272107764267e-10,2.8376846683045245e-10,0.0,0.0,5.33514826805888e-09,1.0805794969270735e-08,9.277781843556645e-09,6.3087496266922995e-09,4.205585465152522e-09,2.7392970054188822e-09,1.728175503170174e-09,505.15,2116155.801,7.133797828180082e-05,3.4069707796823154e-05,5.12,,
293,5.85662554633211e-05,4.8071047133258e-07,3.01340346143213e-05,4.007600225715e-08,1.152408899987e-08,3.556812987876e-08,1.4948406846656e-07,3.687216862134043e-06,7.472116056941012e-09,2.0535114536557366e-08,1.7395433179534427e-08,1.6434286273809702e-08,1.5483444691837555e-08,1.6349407043760674e-08,1.4237718945055328e-08,1.3747844093365892e-08,1.1912341974781815e-08,1.0751134894144956e-08,8.97237174889773e-09,8.167772186895854e-09,6.842437350821142e-09,5.6222775301257845e-09,4.601652044801775e-09,3.338696850566589e-09,1.984419963244164e-09,1.3503052854673865e-09,7.81554454442352e-10,2.8345193805509044e-10,0.0,0.0,5.329197191230205e-09,1.0793741674249483e-08,9.267432966678892e-09,6.301712548838982e-09,4.200894356123271e-09,2.736241463919988e-09,1.7262478144395024e-09,505.15,2123050.558,7.098556875423186e-05,3.390140348096964e-05,5.12,,
294,9.00359805489042e-05,6.7836663715568e-07,3.292027106545e-05,2.792802747372e-08,1.152408899987e-08,3.605323167785e-08,1.6865934227367e-07,3.1800875279392837e-06,8.937902787479638e-09,2.4563437727524936e-08,2.0807852758168682e-08,1.965816001485611e-08,1.8520794165450447e-08,1.9556630233857908e-08,1.703069744589304e-08,1.644472504275244e-08,1.4249156963094746e-08,1.2860158729692814e-08,1.0732459968991307e-08,9.770024078914199e-09,8.184701549736899e-09,6.72518596145409e-09,5.504346871063308e-09,3.993640845488299e-09,2.373698773660559e-09,1.615191370551101e-09,9.348700801345933e-10,3.390560114367746e-10,0.0,0.0,6.374612769334443e-09,1.2911123577636797e-08,1.1085402624162408e-08,7.537904085930608e-09,5.0249735268262135e-09,3.2730032592132816e-09,2.064881625898609e-09,505.15,2143734.829,0.00011163837424456961,3.615621464833673e-05,5.12,,
296,6.11147725790615e-05,5.4315546144295e-07,3.1381388541665e-05,8.424545729952e-08,1.152408899987e-08,5.097904659828e-08,1.42154731579e-07,3.690708515771898e-06,7.462023918259799e-09,2.0507378989871757e-08,1.737193821201387e-08,1.6412089469726608e-08,1.5462532132409657e-08,1.6327324880959147e-08,1.4218488912625066e-08,1.3729275705495487e-08,1.1896252689456024e-08,1.0736613981527257e-08,8.960253304898835e-09,8.156740467233235e-09,6.833195681374927e-09,5.614683857315309e-09,4.595436869576319e-09,3.334187473119332e-09,1.9817397263048263e-09,1.3484815091637175e-09,7.804988557496863e-10,2.8306909653516335e-10,0.0,0.0,5.3219993644427756e-09,1.0779163215211157e-08,9.254916001202733e-09,6.293201203928467e-09,4.1952204602544105e-09,2.7325457868040637e-09,1.7239162751260462e-09,505.15,2102366.287,7.378966424893756e-05,3.5240587972035936e-05,5.12,,
298,9.18246221717135e-05,6.031006005588e-07,3.28442196807379e-05,2.832645412808e-08,1.152408899987e-08,4.570946758827e-08,1.9119081846015e-07,3.2575515310751644e-06,8.714003872085069e-09,2.3948111381252858e-08,2.0286605685447097e-08,1.9165713317836225e-08,1.8056839049301803e-08,1.9066726908408098e-08,1.6604069994552887e-08,1.603277649189195e-08,1.3892208485897949e-08,1.2538005349885002e-08,1.0463606502612267e-08,9.525280110820026e-09,7.979670700399244e-09,6.556716704358829e-09,5.366460241090899e-09,3.893598153702387e-09,2.3142364374131224e-09,1.574730022445184e-09,9.114511191149923e-10,3.305624895196371e-10,0.0,0.0,6.214925545267329e-09,1.2587693503010388e-08,1.0807707768525926e-08,7.349075835129721e-09,4.899095437827657e-09,3.1910128978001667e-09,2.013155312976018e-09,505.15,2109261.044,0.00011237853698553444,3.6158424120069226e-05,5.12,,
299,9.33552891974645e-05,6.3265382720318e-07,3.20270776377771e-05,4.276480343665e-08,1.152408899987e-08,5.060598187463e-08,1.620452934938e-07,3.465793756904356e-06,8.112108712849354e-09,2.229396335414568e-08,1.8885365803226038e-08,1.784189590409151e-08,1.680961398784763e-08,1.774974670079038e-08,1.545719084461959e-08,1.492535782405185e-08,1.2932643495854567e-08,1.1671978109440187e-08,9.740862492565974e-09,8.867348341081787e-09,7.4284975270373034e-09,6.103830051705871e-09,4.9957871855405286e-09,3.624658879044728e-09,2.1543871041499084e-09,1.4659600021966031e-09,8.484952122175099e-10,3.0772982095677945e-10,0.0,0.0,5.7856471497538655e-09,1.1718234193992208e-08,1.0061195937248364e-08,6.841459217676654e-09,4.5607042835491506e-09,2.9706027115713784e-09,1.874102306406721e-09,505.15,2102366.287,0.00011057585473201594,3.5578401001554754e-05,5.12,,
300,9.35212501112532e-05,6.0503356608761e-07,3.15808685787221e-05,2.841724173355e-08,1.152408899987e-08,4.585596856191e-08,1.6151881595171e-07,3.5490433303352362e-06,7.871487412068669e-09,2.1632679999629684e-08,1.8325188240751633e-08,1.7312669737036343e-08,1.6311007358356792e-08,1.7223253862632683e-08,1.4998699779089818e-08,1.4482641985129236e-08,1.254903553266538e-08,1.1325763992397038e-08,9.451929110796275e-09,8.604325128766243e-09,7.208153495531594e-09,5.922778295772262e-09,4.847602187834055e-09,3.5171442776956967e-09,2.0904836918886098e-09,1.422476708874576e-09,8.233271543305923e-10,2.9860194158179773e-10,0.0,0.0,5.614033332396276e-09,1.1370648029356021e-08,9.762760827522168e-09,6.6385279115924755e-09,4.425424711241967e-09,2.8824887187905955e-09,1.818512699471427e-09,505.15,2102366.287,0.00010935861219344967,3.518674639252444e-05,5.12,,
302,2.07297365886055e-06,6.70975127295704e-06,4.0804916333261e-07,3.50976131143199e-06,1.152408899987e-08,4.8275631188048e-07,9.5205589743491e-07,1.982384998999465e-05,1.3980391189008138e-07,1.2511069191903523e-07,1.0718901285612251e-07,9.319422932219858e-08,8.143993413742778e-08,7.135303507631415e-08,6.099410036715121e-08,5.4630417331906926e-08,4.4822880102223535e-08,3.7427837370935064e-08,2.9116159474258507e-08,2.26967948147644e-08,1.6819749694282844e-08,1.2607108781617296e-08,8.29385475445596e-09,5.344009394157929e-09,3.0694149528604604e-09,2.0604661511235136e-09,1.443694638919074e-09,0.0,0.0,0.0,1.901147742371998e-08,1.2336800039732546e-08,8.147474799426816e-09,5.30643714007457e-09,3.3752434279395843e-09,2.696755133084644e-09,1.7951476152388643e-09,544.15,4163898.63,5.4502843552382406e-05,2.7251421776191237e-05,5.12,,
303,2.3597808491321e-06,7.49315863432181e-06,4.3442323059899e-07,3.88825003859271e-06,1.152408899987e-08,5.3886247507557e-07,1.03628580643568e-06,2.0162042560056717e-05,1.3510621369046658e-07,1.2090671604858384e-07,1.0358724216240547e-07,9.00627120607532e-08,7.870338530412376e-08,6.895542674130137e-08,5.8944573486192606e-08,5.279472325386081e-08,4.331673939191696e-08,3.6170185264811194e-08,2.813779679403922e-08,2.1934135954244276e-08,1.625457160456725e-08,1.218348406736527e-08,8.015164222688095e-09,5.164439717099119e-09,2.966276314585016e-09,1.9912302621012487e-09,1.3951835378035635e-09,0.0,0.0,0.0,1.837265278671236e-08,1.1922258253654164e-08,7.873702934396553e-09,5.128129967819643e-09,3.2618283255985293e-09,2.6061386291383584e-09,1.7348269732329327e-09,544.15,4163898.63,5.674593173568217e-05,2.8372965867841127e-05,5.12,,
304,1.98951154529492e-06,6.94544027054301e-06,3.1989079812186e-07,3.62889660009253e-06,1.152408899987e-08,4.9731692347619e-07,9.8377847027422e-07,1.993030745795332e-05,1.3832515363269797e-07,1.2378734934398851e-07,1.0605523458254753e-07,9.220847910757631e-08,8.057851349863217e-08,7.059830734100281e-08,6.034894295810452e-08,5.405257097809836e-08,4.434877173733757e-08,3.703194913848139e-08,2.880818696716798e-08,2.245672232827448e-08,1.664184091182261e-08,1.2473758677457087e-08,8.206127551133258e-09,5.287483808340569e-09,3.0369486030601265e-09,2.038671830107457e-09,1.4284241408365868e-09,0.0,0.0,0.0,1.881038591744305e-08,1.2206309092220394e-08,8.061295911628968e-09,5.250308970039237e-09,3.3395422159901723e-09,2.668230545558614e-09,1.7761596675958562e-09,544.15,4163898.63,5.5015982912520406e-05,2.750799145626024e-05,5.12,,
305,2.02883077405698e-06,7.03070402987274e-06,2.8177391401885e-07,3.66432264156061e-06,1.152408899987e-08,5.0185940546067e-07,9.8667585380724e-07,1.996626260322949e-05,1.3782571504006493e-07,1.233404011359547e-07,1.0567231017790942e-07,9.187554997773339e-08,8.028757567336084e-08,7.034340417744448e-08,6.013104628243611e-08,5.385740806471253e-08,4.4188645487268e-08,3.68982411029256e-08,2.8704171753901733e-08,2.237563979555909e-08,1.6581753665320114e-08,1.242872076269535e-08,8.176498400631911e-09,5.268392750767484e-09,3.025983357069952e-09,2.0313109751730528e-09,1.423266654118901e-09,0.0,0.0,0.0,1.8742468894235265e-08,1.2162236834397711e-08,8.032189692122477e-09,5.231352136419171e-09,3.3274844215790303e-09,2.658596597766061e-09,1.7697466424780157e-09,544.15,4163898.63,5.515336360073905e-05,2.757668180036956e-05,5.12,,
